Date,Close,High,Low,Open,Volume
2025-04-17,364.9858093261719,371.4761304955969,364.10258680355696,370.9104537724408,21120200
2025-04-21,356.3916015625,361.71089501866106,352.9678309109542,360.0635031391147,20807300
2025-04-22,364.0331115722656,364.9758758256959,357.12596800122816,360.6192443688487,19485000
2025-04-23,371.5456237792969,377.50003937654276,370.18600677791767,373.20291916052497,20545500
2025-04-24,384.3575134277344,385.49880064204365,372.33953252384407,372.84566753938213,22232300
2025-04-25,388.8729553222656,389.1805976978566,381.67803664886475,384.05979677325973,18973200
2025-04-28,388.188232421875,389.75621531633243,383.7025832518253,388.982142444383,16579400
2025-04-29,391.0462951660156,392.0982394081848,387.41409832984397,388.3270916828822,14974000
2025-04-30,392.2570495605469,393.6464071015826,381.5192464831796,387.3347110069874,36461100
2025-05-01,422.16802978515625,433.669971462135,421.67182852064957,427.8346397458207,58938100
2025-05-02,431.9729919433594,436.1013902925972,426.7231738378541,428.4598783453456,30757400
2025-05-05,432.856201171875,436.1608880903925,428.8270192574835,429.581254830481,20136100
2025-05-06,430.0179443359375,434.4043769104007,427.8942186382879,428.91639204817295,15104200
2025-05-07,430.0576477050781,434.79139692835327,427.83464541633373,430.54391525930873,23295300
2025-05-08,434.8410339355469,440.29924790125443,432.3500938706748,434.60283673184324,23491300
2025-05-09,435.3967590332031,437.3914674607305,432.5684058555715,436.6570993033328,15324200
2025-05-12,445.8467712402344,445.9559209816134,436.43878433354007,442.551987565255,22821900
2025-05-13,445.72772216796875,447.24609694771215,441.9764112331301,444.37803887168343,23618800
2025-05-14,449.4988098144531,450.45150777480933,444.73528972695,444.73528972695,19902800
2025-05-15,450.5129089355469,453.5552331837817,447.8284909088357,448.1665235651595,21992300
2025-05-16,451.6463623046875,451.735838870633,446.13838030321216,449.4391826540583,23849800
2025-05-19,456.2197570800781,456.9355998797858,448.1963586877965,448.27591363294266,21336500
2025-05-20,455.5238342285156,455.69283539558984,451.69606398891386,452.9587181303489,15441800
2025-05-21,449.9561462402344,455.1360468945702,449.2005259832327,451.944595050179,19216900
2025-05-22,452.2329406738281,457.5918252828005,451.27849365115543,452.32244757902833,18025600
2025-05-23,447.5799560546875,451.06969358680703,446.3173019248347,447.3811293692874,16883500
2025-05-27,458.02923583984375,458.2877438900054,453.48562310372705,453.8435596609756,20974300
2025-05-28,454.7184753417969,459.84867709346275,454.2909661144885,458.55619745791415,17086300
2025-05-29,456.0308837890625,459.05333474747385,452.68035209769624,458.884303233251,13974800
2025-05-30,457.7011413574219,459.0135248792732,452.90900269221845,457.0648535034259,34770500
2025-06-02,459.3018798828125,459.44105553120437,454.2512329224997,454.49978904014216,16626500
2025-06-03,460.29608154296875,461.4593374660713,458.19825223653834,458.8047449110186,15743800
2025-06-04,461.19085693359375,463.0003525817652,460.3457601448262,461.32011095722316,14162700
2025-06-05,464.9788513183594,466.937474562979,461.34993839523827,462.27455978783877,20131700
2025-06-06,467.66326904296875,470.60616471423765,466.0725039656027,467.3749354769993,15285600
2025-06-09,470.0196228027344,470.69568816704816,465.9134708467471,466.98725027602023,16469900
2025-06-10,468.2001953125,470.06931180763127,464.26304461137784,468.4686249933991,15375900
2025-06-11,469.8903503417969,472.72389606625393,466.9474544926898,467.30536072753216,16399200
2025-06-12,476.1042785644531,477.6453447348738,470.78517145354215,472.276508194471,18950600
2025-06-13,472.2168273925781,476.4124557062983,470.0295518485209,473.6584649544854,16814500
2025-06-16,476.3727111816406,477.91374692205306,472.25660744971805,472.4653860858625,15626100
2025-06-17,475.279052734375,475.97499162724574,471.3419021646973,472.65428568792316,15414100
2025-06-18,477.4663391113281,478.2219594008936,471.71972301658775,475.2392860574369,17526500
2025-06-20,474.6427307128906,480.6677282539423,474.11579298541653,479.4448516392065,37576200
2025-06-23,483.1930847167969,484.932977511559,469.7810065395394,475.44806772339973,24864000
2025-06-24,487.279296875,489.0092679302753,483.9884166007436,486.1260232932434,22305600
2025-06-25,489.4268798828125,491.7036624656625,486.56353883181055,489.1982276680394,17495100
2025-06-26,494.57696533203125,495.1635541172166,489.9637493151316,490.13278082199906,21578900
2025-06-27,493.07568359375,496.4162632322767,490.1824867596744,494.6763704185467,34539200
2025-06-30,494.5372009277344,497.86785899517616,492.4691970236715,494.1693427257206,28369000
2025-07-01,489.2081298828125,495.17347659984546,488.14433277768,493.602615314542,19945400
2025-07-02,488.2536926269531,490.6497772469701,485.87751191483574,487.1600396387865,16319600
2025-07-03,495.95892333984375,497.2414813819725,490.59011735274714,490.95797554637323,13984800
2025-07-07,494.84539794921875,495.8694479262707,492.36978876052433,494.50736527479916,13981600
2025-07-08,493.751708984375,495.3226005030518,491.2561960700141,494.36812324816447,11846600
2025-07-09,500.6019592285156,503.8530622357068,496.85371365827956,497.41047691930333,18659500
2025-07-10,498.58367919921875,501.52657502305914,494.87521114411277,500.14458849842043,16492100
2025-07-11,500.4130554199219,502.1131707269345,494.9249170598048,495.59106078877636,16459500
2025-07-14,500.1147766113281,501.05930198422453,498.1362796464767,498.6234399223271,12058800
2025-07-15,502.89862060546875,505.36427783294863,499.88612172349406,500.11477392946824,14927200
2025-07-16,502.69976806640625,503.793421043838,498.99133023831314,502.2623068754336,15154400
2025-07-17,508.7446594238281,510.40499725185873,502.6997578215743,502.75940886082554,17503100
2025-07-18,507.10418701171875,511.6677041033988,504.499323712682,511.50859420333654,21209700
2025-07-21,507.1141052246094,509.132409924825,502.630143381304,503.7834473494323,14066800
2025-07-22,502.3517761230469,508.2475501614973,502.3517761230469,508.01886761548803,13868600
2025-07-23,502.94830322265625,503.8630030405687,497.80817995491657,503.8232255681408,16396600
2025-07-24,507.92938232421875,510.70324664183266,504.370041868975,505.83155299665924,16107000
2025-07-25,510.7430725097656,515.2965768746373,507.41238413754473,509.51018319793565,19125700
2025-07-28,509.5400085449219,512.0255695622142,507.1737496018482,511.1109000989904,14308000
2025-07-29,509.609619140625,514.6304403339567,508.6054427654301,512.5525452747698,16469200
2025-07-30,510.2757263183594,512.9700963143614,506.4976856980785,512.1945721471376,26380400
2025-07-31,530.418701171875,552.2419382207228,528.8279664536001,552.0231773044421,51617300
2025-08-01,521.0829467773438,532.7054326872741,517.8517174087783,531.9100652869249,28977600
2025-08-04,532.5464477539062,535.1413592423181,525.0798117410876,525.2190177406763,25349000
2025-08-05,524.7019653320312,534.196796907337,524.1949011418618,534.0774948252555,19171600
2025-08-06,521.908203125,528.6291703469228,521.0034855448089,527.8338028961505,21355700
2025-08-07,517.8319091796875,525.0400367197672,514.5608717763297,523.757448292983,16079100
2025-08-08,519.02490234375,521.6297655095517,516.4100872243725,519.5816656001966,15531000
2025-08-11,518.7564697265625,524.542862850504,516.7182612189127,519.2833770884752,20194400
2025-08-12,526.183349609375,527.9132904806338,519.6811434112465,520.7250669698358,18667000
2025-08-13,517.5734252929688,529.6234217995657,516.3703917601634,529.0368026236954,19619200
2025-08-14,519.46240234375,522.9123929469488,517.13595097363,519.5419572956574,20269100
2025-08-15,517.1657104492188,523.0614541020369,516.0820397908819,519.7507304052322,25213300
2025-08-18,514.1134033203125,519.8003983365775,511.0512359172718,518.5775217659684,23760600
2025-08-19,506.8258056640625,512.1846598699071,505.61285057663105,512.0256106523992,21481000
2025-08-20,502.7992248535156,508.0487290990465,501.526618683124,506.92525053820776,27723000
2025-08-21,502.15185546875,505.5278315490841,500.6381609615915,501.6041452591809,18443300
2025-08-22,505.1295166015625,508.6150227226763,500.32946944945456,502.1618461633245,24324200
2025-08-25,502.17181396484375,506.0855321115255,502.0323791323648,504.5319946732823,21638600
2025-08-26,499.96099853515625,502.88882606141556,496.4456179190968,502.2713680297872,30835700
2025-08-27,504.64154052734375,505.18928116929357,497.82986914621193,499.92117896114246,17277900
2025-08-28,507.529541015625,508.9735181763212,503.406670609209,504.99008260275673,18015600
2025-08-29,504.59173583984375,507.4896888132377,502.40083415821226,506.5535790393771,20961600
2025-09-02,503.0282287597656,503.90458943006223,494.75264396148896,498.3974910813857,18128000
2025-09-03,503.2572937011719,505.68719181229375,500.2398424947412,501.70375627159575,16345100
2025-09-04,505.866455078125,506.04570238922344,501.0664078062513,502.2116394820944,15509500
2025-09-05,492.9501647949219,509.8498918622262,490.3310509759443,506.9619070760115,31994800
2025-09-08,496.13690185546875,499.1244784694731,492.9800158612091,496.04724781279185,16771000
2025-09-09,496.34600830078125,500.17010260105087,495.6389570336189,499.3534910580183,14410500
2025-09-10,498.29791259765625,501.1460848531792,494.6630336933239,500.8971201283455,21611800
2025-09-11,498.9352722167969,501.08633106619584,495.8182290284252,500.17012751524385,18881600
2025-09-12,507.7884521484375,510.42747218178897,501.7635178992086,504.55191069082485,23624900
2025-09-15,513.225830078125,513.3353599697668,504.9004642300766,506.68306017742736,17143800
2025-09-16,506.9320068359375,515.0880630075219,506.4938265025834,514.7395367165727,19711900
2025-09-17,507.9079284667969,509.1726886784055,503.8348693472275,508.5054498653079,15816600
2025-09-18,506.3444519042969,510.9453149965379,505.55771489166153,509.37184097126715,18913700
2025-09-19,515.7852172851562,517.1495391803752,508.19677696926453,508.44574170609144,52474100
2025-09-22,512.3196411132812,515.5959951267806,510.41751650985566,513.4549348866175,20009300
2025-09-23,507.1212463378906,512.4590659268906,505.2091838485409,511.67229848312854,19799600
2025-09-24,508.0373840332031,510.35772177145367,504.82077941210207,508.26644250853604,13533700
2025-09-25,504.9303283691406,507.89799878212006,502.94857891661616,506.1950582100621,15786500
2025-09-26,509.3419494628906,511.8116903059077,504.52199636524745,507.9477531769938,16213100
2025-09-29,512.4689331054688,514.7096154882738,506.77264973451184,509.3817950243417,17617800
2025-09-30,515.8051147460938,516.0142062084105,507.54943619028296,511.11459757878936,19728200
2025-10-01,517.5578002929688,518.3544751787417,509.5709932440202,512.6680995330014,22632300
2025-10-02,513.6041870117188,519.4399047558908,508.56514411884206,515.4963429681408,21222900
2025-10-03,515.20751953125,518.3345307125708,512.8672756929882,514.9585548343116,15112300
2025-10-06,526.3811645507812,528.8309994124726,516.0541122577388,516.4623876768178,21388600
2025-10-07,521.8101196289062,527.6060256392368,519.2806599401652,526.1022689962125,14615200
2025-10-08,522.676513671875,524.7678538085896,520.923853084141,521.1130687043808,13363400
2025-10-09,520.2366943359375,522.158694647609,515.2574000210162,520.1769452354545,18343600
2025-10-10,508.84405517578125,521.4118200258811,507.5195762105422,517.4881335274953,24133800
2025-10-13,511.9212646484375,514.2714771071726,509.56108387533754,514.2714771071726,14284200
2025-10-14,511.4432067871094,513.146147202046,503.9045484424133,508.1170420708167,14684300
2025-10-15,511.3038330078125,515.0482722356254,507.88804423946306,512.8275263160849,14694700
2025-10-16,509.4913330078125,514.7096236704256,506.02576365101777,510.4573477017149,15559600
2025-10-17,511.4532165527344,513.3453119402852,505.20916197429216,506.9320087638593,19867800
2025-10-20,514.6498413085938,516.5519656323323,511.30377036778043,512.4788764440519,14665600
2025-10-21,515.5162963867188,516.5420602391357,510.91543308707116,515.3569857054445,15586200
2025-10-22,518.3843383789062,523.0549187669818,515.566101626736,518.9918584655633,18962700
2025-10-23,518.404296875,521.7802730707533,516.4623598997719,520.2964530626382,14023500
2025-10-24,521.441650390625,523.1744351060786,518.5536961256696,520.6250388201142,15532400
2025-10-27,529.3189697265625,532.3662956890146,526.819354031342,529.577902779321,18734700
2025-10-28,539.8251953125,551.4269140414981,538.5305910090683,547.722348424072,29986700
2025-10-29,539.3073120117188,544.0077970763692,534.5072653816836,542.6832878753321,36023000
2025-10-30,523.582763671875,532.7545848667123,519.9578228356851,528.2831883129468,41023100
2025-10-31,515.6656494140625,527.1279940743384,512.9668501497666,526.6898137654194,34006400
2025-11-03,514.888916015625,522.7860691817526,512.4590180581705,517.657371934483,22374700
2025-11-04,512.2001342773438,513.4150529816625,505.73698923396887,509.6407695643784,20958700
2025-11-05,505.0597839355469,512.6980347767452,504.4821687767013,511.17434154282535,23024300
2025-11-06,495.04144287109375,503.6058351018555,493.75677643867937,503.5659922381216,27406500
2025-11-07,494.7626037597656,497.31199999791255,491.2073803526309,494.89207027354036,24019800
2025-11-10,503.90460205078125,504.7510881917551,496.73440583349895,497.96929153220975,26101500
2025-11-11,506.573486328125,507.48968986721945,500.26971300797675,502.70954902224156,17980000
2025-11-12,509.0233154296875,509.5511194130969,497.05307240824305,507.2506574723947,26574900
2025-11-13,501.205810546875,511.3735209246628,499.2140928412288,508.1967287528611,25273100
2025-11-14,508.0672912597656,509.48142428367663,495.3800584752997,496.16679552350377,28505700
2025-11-17,505.388427734375,509.9992593431845,502.8191251226507,506.34447416817187,19092800
2025-11-18,491.74517822265625,500.89712400975867,484.76419755903834,493.31862192366924,33815100
2025-11-19,485.102783203125,493.13937183157236,480.8305400064438,488.070453670226,23245300
2025-11-20,477.3404846191406,492.4460215630244,474.41716428973194,491.5879641710541,26802500
2025-11-21,471.04486083984375,477.8293938228302,467.20362215472323,477.4103368698009,31769200
2025-11-24,472.92059326171875,475.8139832068258,466.9542001322548,473.9183160323131,34421000
2025-11-25,475.90374755859375,478.0588322743821,463.8313270788984,472.9904142849383,28019800
2025-11-26,484.3943786621094,487.1979770584782,480.10418316215106,485.2025316262965,25709100
2025-11-28,490.88958740234375,491.5081706450152,485.54177754838196,486.48962635446395,14386700
2025-12-01,485.6315612792969,488.7444513856018,483.5463243869077,487.32770213243884,23964000
2025-12-02,488.8841552734375,492.3761849539621,485.2125428025972,485.6116258193264,19562700
